hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
1.X.2 	S	*	A	*	------	AIR TRACK
1.X.2.1 	S	*	A	*	M-----	MILITARY
1.X.2.1.1 	S	*	A	*	MF----	FIXED WING
1.X.2.1.1.1 	S	*	A	*	MFB---	BOMBER
1.X.2.1.1.2 	S	*	A	*	MFF---	FIGHTER
1.X.2.1.1.2.1 	S	*	A	*	MFFI--	INTERCEPTOR
1.X.2.1.1.3 	S	*	A	*	MFT---	TRAINER
1.X.2.1.1.4 	S	*	A	*	MFA---	ATTACK/STRIKE
1.X.2.1.1.5 	S	*	A	*	MFL---	VSTOL
1.X.2.1.1.6 	S	*	A	*	MFK---	TANKER
1.X.2.1.1.7 	S	*	A	*	MFC---	CARGO AIRLIFT (TRANSPORT)
1.X.2.1.1.7.1 	S	*	A	*	MFCL--	CARGO AIRLIFT (LIGHT)
1.X.2.1.1.7.2 	S	*	A	*	MFCM--	CARGO AIRLIFT (MEDIUM)
1.X.2.1.1.7.3 	S	*	A	*	MFCH--	CARGO AIRLIFT (HEAVY)
1.X.2.1.1.8 	S	*	A	*	MFJ---	ELECTRONIC COUNTERMEASURES(ECM/JAMMER)
1.X.2.1.1.9 	S	*	A	*	MFO---	MEDEVAC
1.X.2.1.1.10 	S	*	A	*	MFR---	RECONNAISSANCE
1.X.2.1.1.10.1 	S	*	A	*	MFRW--	AIRBORNE EARLY WARNING (AEW)
1.X.2.1.1.10.2 	S	*	A	*	MFRZ--	ELECTRONIC SURVEILLANCE MEASURES
1.X.2.1.1.10.3 	S	*	A	*	MFRX--	PHOTOGRAPHIC
1.X.2.1.1.11 	S	*	A	*	MFP---	PATROL
1.X.2.1.1.11.1 	S	*	A	*	MFPN--	ANTI SURFACE WARFARE/ASUW
1.X.2.1.1.11.2 	S	*	A	*	MFPM--	MINE COUNTER MEASURES
1.X.2.1.1.12 	S	*	A	*	MFU---	UTILITY
1.X.2.1.1.12.1 	S	*	A	*	MFUL--	UTILITY (LIGHT)
1.X.2.1.1.12.2 	S	*	A	*	MFUM--	UTILITY (MEDIUM)
1.X.2.1.1.12.3 	S	*	A	*	MFUH--	UTILITY (HEAVY)
1.X.2.1.1.13 	S	*	A	*	MFY---	COMMUNICATIONS (C3I)
1.X.2.1.1.14 	S	*	A	*	MFH---	SEARCH AND RESCUE (CSAR)
1.X.2.1.1.15 	S	*	A	*	MFD---	AIRBORNE COMMAND POST (C2)
1.X.2.1.1.16 	S	*	A	*	MFQ---	DRONE (RPV/UAV)
1.X.2.1.1.17 	S	*	A	*	MFS---	ANTI SUBMARINE WARFARE (ASW) CARRIER BASED
1.X.2.1.1.18 	S	*	A	*	MFM---	SPECIAL OPERATIONS FORCE (SOF)
1.X.2.1.2 	S	*	A	*	MH----	ROTARY WING
1.X.2.1.2.1 	S	*	A	*	MHA---	ATTACK
1.X.2.1.2.2 	S	*	A	*	MHS---	ANTISUBMARINE WARFARE
1.X.2.1.2.3 	S	*	A	*	MHU---	UTILITY
1.X.2.1.2.3.1 	S	*	A	*	MHUL--	UTILITY (LIGHT)
1.X.2.1.2.3.2 	S	*	A	*	MHUM--	UTILITY (MEDIUM)
1.X.2.1.2.3.3 	S	*	A	*	MHUH--	UTILITY (HEAVY)
1.X.2.1.2.4 	S	*	A	*	MHI---	MINE COUNTER MEASURES
1.X.2.1.2.5 	S	*	A	*	MHH---	COMBAT SEARCH AND RESCUE (CSAR)
1.X.2.1.2.6 	S	*	A	*	MHR---	RECONNAISSANCE
1.X.2.1.2.7 	S	*	A	*	MHQ---	DRONE (RPV/UAV)
1.X.2.1.2.8 	S	*	A	*	MHC---	CARGO AIRLIFT (TRANSPORT)
1.X.2.1.2.8.1 	S	*	A	*	MHCL--	CARGO AIRLIFT (LIGHT)
1.X.2.1.2.8.2 	S	*	A	*	MHCM--	CARGO AIRLIFT (MEDIUM)
1.X.2.1.2.8.3 	S	*	A	*	MHCH--	CARGO AIRLIFT (HEAVY)
1.X.2.1.2.9 	S	*	A	*	MHT---	TRAINER
1.X.2.1.2.10 	S	*	A	*	MHO---	MEDEVAC
1.X.2.1.2.11 	S	*	A	*	MHM---	SPECIAL OPERATIONS FORCE (SOF)
1.X.2.1.2.12 	S	*	A	*	MHD---	AIRBORNE COMMAND POST (C2)
1.X.2.1.2.13 	S	*	A	*	MHK---	TANKER
1.X.2.1.2.14 	S	*	A	*	MHJ---	ELECTRONIC COUNTER MEASURES (ECM/JAMMER)
1.X.2.1.3 	S	*	A	*	ML----	LIGHTER THAN AIR
1.X.2.2 	S	*	A	*	W-----	WEAPON
1.X.2.2.1 	S	*	A	*	WM----	MISSILE IN FLIGHT
