hierarchy	codingscheme	affiliation	battledimension	status	functionid	name	remarks
1.X.3.2 	S	*	G	*	E-----	GROUND TRACK EQUIPMENT
1.X.3.2.1 	S	*	G	*	EW----	WEAPONS	N/A
1.X.3.2.1.1 	S	*	G	*	EWM---	MISSILE LAUNCHERS
1.X.3.2.1.1.1 	S	*	G	*	EWMA--	AIR DEFENCE (AD) MISSILE LAUNCH
1.X.3.2.1.1.1.1 	S	*	G	*	EWMAS-	SHORT RANGE AD MISSILE LAUNCHERS
1.X.3.2.1.1.1.2 	S	*	G	*	EWMAI-	INTERMEDIATE RANGE AD MISSILE LAUNCH
1.X.3.2.1.1.1.3 	S	*	G	*	EWMAL-	LONG RANGE AD MISSILE LAUNCH
1.X.3.2.1.1.1.4 	S	*	G	*	EWMAT-	AD MISSILE LAUNCH THEATRE
1.X.3.2.1.1.2 	S	*	G	*	EWMS--	SURFACE-SURFACE (SS) MISSILE LAUNCHER
1.X.3.2.1.1.2.1 	S	*	G	*	EWMSS-	SHORT RANGE SS MISSILE LAUNCH
1.X.3.2.1.1.2.2 	S	*	G	*	EWMSI-	INTERMEDIATE RANGE SS MISSILE LAUNCH
1.X.3.2.1.1.2.3 	S	*	G	*	EWMSL-	LONG RANGE SS MISSILE LAUNCH
1.X.3.2.1.1.3 	S	*	G	*	EWMT--	MISSILE LAUNCHERS ANTI TANK (AT)
1.X.3.2.1.1.3.1 	S	*	G	*	EWMTL-	MISSILE LAUNCHERS AT LIGHT
1.X.3.2.1.1.3.2 	S	*	G	*	EWMTM-	MISSILE LAUNCHER AT MEDIUM
1.X.3.2.1.1.3.3 	S	*	G	*	EWMTH-	MISSILE LAUNCHER AT HEAVY
1.X.3.2.1.2 	S	*	G	*	EWS---	SINGLE ROCKET LAUNCHER
1.X.3.2.1.2.1 	S	*	G	*	EWSL--	SINGLE ROCKET LAUNCHER LIGHT
1.X.3.2.1.2.2 	S	*	G	*	EWSM--	SINGLE ROCKET LAUNCHER MEDIUM
1.X.3.2.1.2.3 	S	*	G	*	EWSH--	SINGLE ROCKET LAUNCHER HEAVY
1.X.3.2.1.3 	S	*	G	*	EWX---	MULTIPLE ROCKET LAUNCHER
1.X.3.2.1.3.1 	S	*	G	*	EWXL--	MULTIPLE ROCKET LAUNCHER LIGHT
1.X.3.2.1.3.2 	S	*	G	*	EWXM--	MULTIPLE ROCKET LAUNCHER MEDIUM
1.X.3.2.1.3.3 	S	*	G	*	EWXH--	MULTIPLE ROCKET LAUNCHER HEAVY
1.X.3.2.1.4 	S	*	G	*	EWT---	ANTITANK ROCKET LAUNCHER
1.X.3.2.1.4.1 	S	*	G	*	EWTL--	ANTITANK ROCKET LAUNCHER LIGHT
1.X.3.2.1.4.2 	S	*	G	*	EWTM--	ANTITANK ROCKET LAUNCHER MEDIUM
1.X.3.2.1.4.3 	S	*	G	*	EWTH--	ANTITANK ROCKET LAUNCHER HEAVY
1.X.3.2.1.5 	S	*	G	*	EWR---	RIFLE/AUTOMATIC WEAPON
1.X.3.2.1.5.1 	S	*	G	*	EWRR--	RIFLE
1.X.3.2.1.5.2 	S	*	G	*	EWRL--	LIGHT MACHINE GUN
1.X.3.2.1.5.3 	S	*	G	*	EWRH--	HEAVY MACHINE GUN
1.X.3.2.1.6 	S	*	G	*	EWZ---	GRENADE LAUNCHER
1.X.3.2.1.6.1 	S	*	G	*	EWZL--	GRENADE LAUNCHER LIGHT
1.X.3.2.1.6.2 	S	*	G	*	EWZM--	GRENADE LAUNCHER MEDIUM
1.X.3.2.1.6.3 	S	*	G	*	EWZH--	GRENADE LAUNCHER HEAVY
1.X.3.2.1.7 	S	*	G	*	EWO---	MORTAR
1.X.3.2.1.7.1 	S	*	G	*	EWOL--	MORTAR LIGHT
1.X.3.2.1.7.2 	S	*	G	*	EWOM--	MORTAR MEDIUM
1.X.3.2.1.7.3 	S	*	G	*	EWOH--	MORTAR HEAVY
1.X.3.2.1.8 	S	*	G	*	EWH---	HOWITZER
1.X.3.2.1.8.1 	S	*	G	*	EWHL--	HOWITZER LIGHT
1.X.3.2.1.8.1.1 	S	*	G	*	EWHLS-	HOWITZER LIGHT SELF-PROPELLED
1.X.3.2.1.8.2 	S	*	G	*	EWHM--	HOWITZER MEDIUM
1.X.3.2.1.8.2.1 	S	*	G	*	EWHMS-	HOWITZER MEDIUM SELF-PROPELLED
1.X.3.2.1.8.3 	S	*	G	*	EWHH--	HOWITZER HEAVY
1.X.3.2.1.8.3.1 	S	*	G	*	EWHHS-	HOWITZER HEAVY SELF-PROPELLED
1.X.3.2.1.9 	S	*	G	*	EWG---	ANTITANK GUN
1.X.3.2.1.9.1 	S	*	G	*	EWGR--	ANTITANK GUN RECOILLESS
1.X.3.2.1.9.2 	S	*	G	*	EWGL--	ANTITANK GUN LIGHT
1.X.3.2.1.9.3 	S	*	G	*	EWGM--	ANTITANK GUN MEDIUM
1.X.3.2.1.9.4 	S	*	G	*	EWGH--	ANTITANK GUN HEAVY
1.X.3.2.1.10 	S	*	G	*	EWD---	DIRECT FIRE GUN
1.X.3.2.1.10.1 	S	*	G	*	EWDL--	DIRECT FIRE GUN LIGHT
1.X.3.2.1.10.1.1 	S	*	G	*	EWDLS-	DIRECT FIRE GUN LIGHT SELF-PROPELLED
1.X.3.2.1.10.2 	S	*	G	*	EWDM--	DIRECT FIRE GUN MEDIUM
1.X.3.2.1.10.2.1 	S	*	G	*	EWDMS-	DIRECT FIRE GUN MEDIUM SELF-PROPELLED
1.X.3.2.1.10.3 	S	*	G	*	EWDH--	DIRECT FIRE GUN HEAVY
1.X.3.2.1.10.3.1 	S	*	G	*	EWDHS-	DIRECT FIRE GUN HEAVY SELF-PROPELLED
1.X.3.2.1.11 	S	*	G	*	EWA---	AIR DEFENCE GUN
1.X.3.2.1.11.1 	S	*	G	*	EWAL--	AIR DEFENCE GUN LIGHT
1.X.3.2.1.11.2 	S	*	G	*	EWAM--	AIR DEFENCE GUN MEDIUM
1.X.3.2.1.11.3 	S	*	G	*	EWAH--	AIR DEFENCE GUN HEAVY
1.X.3.2.2 	S	*	G	*	EV----	GROUND VEHICLE
1.X.3.2.2.1 	S	*	G	*	EVA---	ARMOURED VEHICLE
1.X.3.2.2.1.1 	S	*	G	*	EVAT--	TANK
1.X.3.2.2.1.1.1 	S	*	G	*	EVATL-	TANK LIGHT
1.X.3.2.2.1.1.1.1 	S	*	G	*	EVATW-	TANK LIGHT RECOVERY
1.X.3.2.2.1.1.2 	S	*	G	*	EVATM-	TANK MEDIUM
1.X.3.2.2.1.1.2.1 	S	*	G	*	EVATX-	TANK MEDIUM RECOVERY
1.X.3.2.2.1.1.3 	S	*	G	*	EVATH-	TANK HEAVY
1.X.3.2.2.1.1.3.1 	S	*	G	*	EVATY-	TANK HEAVY RECOVERY
1.X.3.2.2.1.2 	S	*	G	*	EVAA--	ARMOURED PERSONNEL CARRIER
1.X.3.2.2.1.2.1 	S	*	G	*	EVAAR-	ARMOURED PERSONNEL CARRIER RECOVERY
1.X.3.2.2.1.3 	S	*	G	*	EVAI--	ARMOURED INFANTRY
1.X.3.2.2.1.4 	S	*	G	*	EVAC--	C2V/ACV
1.X.3.2.2.1.5 	S	*	G	*	EVAS--	COMBAT SERVICE SUPPORT VEHICLE
1.X.3.2.2.1.6 	S	*	G	*	EVAL--	LIGHT ARMOURED VEHICLE
1.X.3.2.2.2 	S	*	G	*	EVU---	UTILITY VEHICLE
1.X.3.2.2.2.1 	S	*	G	*	EVUB--	BUS
1.X.3.2.2.2.2 	S	*	G	*	EVUS--	SEMI
1.X.3.2.2.2.3 	S	*	G	*	EVUL--	LIMITED CROSS-COUNTRY TRUCK
1.X.3.2.2.2.4 	S	*	G	*	EVUX--	CROSS-COUNTRY TRUCK
1.X.3.2.2.2.5 	S	*	G	*	EVUR--	WATER CRAFT
1.X.3.2.2.3 	S	*	G	*	EVE---	ENGINEER VEHICLE
